file_name,extracted_text,brand
adamant-accidental-hellish-feature.png,please sign in with Office365 to access PDF file OneDrive    J Office EMAIL   PASSWORD  ,OneDrive
adamant-spicy-absurd-economics.png,N26 Actualiser les GmbH   paramtres des 2019 cookies Mot de passe Cee iP i,unloaded
adhesive-concerned-expensive-competition.png,   Microsoft Warning Alert    ERROR   268d3x8938 3  Please call us immediately at   1 844 794 3999  Do not ignore this critical alert  If you close this page  your computer access will be disabled to prevent further damage to our network  Your computer has alerted us that it has been infected with a Pornographic Spyware and riskware  The following information is being stolen    1 Facebook Logins 2 Credit Card Details 3 Email Account Logins 4 Photos stored on this computer You must contact us immediately so that our expert engineers can walk you through the removal process over the phone to protect your identity  Please call us within the next 5 minutes to prevent your computer from being disabled or from any information loss  Toll Free   1 844 794 3999,Windows
adhoc-racial-condemned-letter.png,HE Microsoft 2019 Microsoft Terms ofuse Privacy   cookies,unloaded
adjoining-handsomely-female-scene.png,Microsoft Sign in 019 Microsoft Terms of use Privacy   cookies,unloaded
adventurous-sleepy-public-joke.png,CS MONEY The most profitable skin trade KNEEL BEFORE THE KING OF THE WASTELAND    and check CS MONEY YouTube reviews Sign in through Steam SELECT SKINS THAT YOU WANT TO TRADE K 469 FAST SAFETY TRADE WIDE GUARANTEED SKIN SUPPLY TRADING STEPS Did not understand how to use the site  See the hints or watch a video  Enter a link to Select your Select items on the trade items our bots To begin trading skins  please sign in through Steam Remember to set your inventory to Public Sign in through Steam Enter a link to the trade Select your items Select items on our bots SELECT SKINS THAT YOU WANT TO TRADE le statistics v  5 29 299 329 SUCCESSFUL TRADES    2 929 ONLINE USERS 9 999 999 LOYAL USERS 999 NEW USERS TODAY WITHDRAW SMART SELECT Skin s Hold FILTERS Exterior e   StatTrak e Souvenir e Nametag e Stickers v ADVANCED FILTERS RESET ALL FILTERS COMMISSION 7 98  ee Rare  93    100  Weapons  88    95  Other  83  me SIGN IN THROUGH STEAM Confirm trade OUR STATISTICS Fairness is our priority FEEDBACK Share your impressions about the site kkkkek NEW SITE LOOKS SO SLICK  NICE JOB  Alexjgate CS Money 13 mon ago Average score  4 8,unloaded
aggressive-defiant-imminent-bottle.png,4  m ad Confirm your account taggingserver com info taggingserver com password jconfirm Account verification  2019    All rights reserved  Powered by    000webhost,CirclWebServer
alike-idiotic-shy-fail.png,   Username,TaggingServer
alleged-abashed-clumsy-life.png,Home Wells Fargo Mobile We recently received a report of unauthorized debit card use associated with this account  As a precaution  we have limited your Wells Fargo Debit ATM Card s  in order to protect against future unauthorized transactions  Wells Fargo needs additional information from you before you can continue using your card s   Click  Message Received  below so we may gather with you additional verification needed  Thank you for being a Wells Fargo Customer and we look forward to serve all your financial needs  Sincerely  Douglas R  Edwards Executive Vice President  Interim General Counsel Wells Fargo Bank Privacy  Security   Legal 1999   2019 Wells Fargo  All rights reserved ,WellsFargo
amazing-daily-handy-speech.png,The most profitable skin trade KNEEL BEFORE  S MONEY   and check CS MONEY YouTube  reviews     Filipin    ant ,unloaded
ambitious-curious-picayune-shock.png,digital HOME DO SITE Acesso  Cliente Conta Corrente   Investimentos Conta  pag Com o Interpag  pagar e receber FALE CON  li ay,BancoInter
amuck-perpetual-rightful-control.png,Help,CarreBlue
angry-puffy-sick-pin.png, SUSIE 6010   angvace ~ 9 STEAM STORE COMMUNITY ABOUT SUPPORT Sign into csgoriver fun using your Steam account PD site STEAM Note that csgoriver fun is not affiliated with Steam or Valve By signing into csgoriver fun through Steam  Steam username   Your Steam login credentials will not be shared   Aunique numeric identifier will be shared with Ean  esgoriver fun  Through this  csgoriverfun will be able to identify your Steam community profile and access information about your Steam account according to your Profile Privacy Settings publicly viewable may be accessed by csgoriverfun  By clicking  Sign In  you agree to this data being shared  Don t have a Steam account  You can create an account for free  VALVE  Y2lve Corporation  all rights reserved  All trademarks are property of their respective owners in the US and other countries Some geospatial data on this website is provided by geonames org  Privacy Policy   Legal   Steam Subscriber Agreement,Steam
angry-victorious-pricey-proof.png,BDDK Kapisi BANKACILIK DUZENLEME VE DENETLEME KURUMU fen jade Talep Ett  iz Bankanizi Seciniz  alBaraka WO HALKBANK ING BAD BANK  El,multilogo
ashamed-robust-acrid-physics.png,,uncomplete
